idmovimentacaoitem,valor_desconto,valor,valor_cancelado,valor_juros,valor_multa,valor_taxa,valor_taxa_juros,valor_taxa_cancelado,valor_cupom,status,dthr_pagamento,idmovimentacao,idproduto,dscproduto,idequipamento,tipo_equipamento,idformapag,dscformapag,idtipoproduto,dsctipoproduto,idapresentacao,dscapresentacao,dthr_apresentacao,idprodutocategoria,dscproduto_categoria,idevento,dscevento,idpessoa,nome,cpf,rg,passaporte,documento,documento_unificado,newsletter,end_cidade,end_estado,end_pais,celular,email,sexo,dt_nascimento,idpessoa_tipo,dscpessoa_tipo,cliente
aa217776-8d20-4848-b8af-b7105b4e3d6b,71.03,982.87,6.89,7.74,19.95,19.02,7.06,6.07,3.19,PA,2024-08-04 17:28:24,d8c40c1e-b17a-4f89-8d61-d2109f60a80d,2af16b7b-1462-47ab-80ea-a6eacaa1f053,Aspernatur,dfabdba1-5a73-4912-9de1-08169c4aaccc,100,de53ceac-4d4f-410f-83e4-df437f65f2ec,Mastercard,354b5d88-032b-4d72-83d0-40141e1b4449,Rem,9791d6b5-af7c-4faf-ab45-edb6db83eeb4,A liberdade de mudar com força total,2023-08-13 10:09:17,e4c95de8-9437-4244-b863-e53cb2e36ffa,Dolorem,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,99d44e6c-0a23-44dc-af34-7d4f92066899,Maysa Martins,16840752380,231423742,483791131,744255058,16840752380,0,Curitiba,SP,Brasil,5551924567716,sophiaaragao@bol.com.br,3,2005-05-29,7da66942-f833-4bcd-a8a4-b90dd76061d7,Síndico,internacional
167a287c-264d-4871-b036-11697ebba527,8.98,286.84,5.84,17.32,3.56,24.93,1.12,0.94,11.18,PA,2024-06-22 03:34:51,587f1bb8-8e79-495c-a27a-66d82533105c,985589b0-2d1b-4927-9b2a-102214f0bd1c,Magnam,d6172448-43df-4838-a1b9-493430c0b478,108,fb1804d1-40db-45cc-871e-acb2627c50cd,Diners Club / Carte Blanche,369058d6-c4f2-49df-9e74-dabf8003c239,Qui,80fd140c-d81e-4cb8-9c72-8f1066667a17,A arte de inovar sem preocupação,2021-02-16 16:29:16,c31f1dea-999c-4746-80e9-ea2ca78145c4,Illum,8ec82997-ff10-4c6e-b96e-60e146719b35,Nam,ca01a731-e192-4e71-a80b-1317a6f15c30,João Guilherme da Costa,73965182455,305687289,695103973,340106159,73965182455,1,Salvador,RJ,Brasil,5511983934399,sophia00@uol.com.br,2,2005-07-19,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,sport
5f267c53-a036-4db8-8f5d-96f94a65234a,16.14,609.19,7.61,6.18,5.71,43.37,3.74,0.95,15.68,PA,2022-10-04 14:52:29,25cc8799-603e-407f-b5a1-ee60d9ef1094,fcbdee6c-5174-49b7-82cb-2ec149fb1f5d,Molestias,2d1a3d1d-de91-4332-9340-e3a62d570647,108,de53ceac-4d4f-410f-83e4-df437f65f2ec,Mastercard,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,80fd140c-d81e-4cb8-9c72-8f1066667a17,A arte de inovar sem preocupação,2023-05-19 00:34:33,0d5cc612-87cc-411c-9b95-b5aa198ddee2,Ducimus,e6f9def9-2326-4fd9-af57-e892629830dc,Vitae,fd9b4458-0370-48af-9918-3c9d0483fcb3,Dra. Maria Cecília Melo,76851934000,736108680,369011271,433282796,76851934000,0,Salvador,CE,Brasil,5511988134090,aragaovitor-gabriel@bol.com.br,3,1980-05-14,fe781ae5-2bf9-48b2-aa81-05145123051a,Dialoguista,sport
1fce1789-1425-46ca-8743-1b57308a6ad7,117.53,925.87,3.87,11.98,23.69,45.02,2.65,1.93,14.77,PA,2022-09-24 00:34:01,7b8ace61-839f-4346-a686-01280a056a97,985589b0-2d1b-4927-9b2a-102214f0bd1c,Magnam,574107c2-be90-4eda-bcf3-f98e1e826932,107,de53ceac-4d4f-410f-83e4-df437f65f2ec,Mastercard,7f75d22f-c326-4754-836a-5e24ba470006,Dolorum,ccc812d4-df12-4991-9df5-71d680ed7241,O prazer de avançar de maneira eficaz,2024-08-29 20:27:34,0d5cc612-87cc-411c-9b95-b5aa198ddee2,Ducimus,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,d0666b3d-a938-49f0-bcbc-3e0d65cfedb1,Noah Monteiro,20759834105,980552665,821621381,374393375,20759834105,1,Goiânia,SP,Brasil,5551921298815,da-conceicaoalexia@yahoo.com.br,0,2006-07-06,6e05ff24-1145-4373-9373-e6aec0ab87ca,Historiador,sport
a710c20e-be71-4f04-af1e-72a1f77766ce,125.27,527.09,0.85,3.25,14.86,29.68,1.57,6.08,9.45,PA,2020-09-17 22:54:41,7613d596-8a39-4cd9-ab00-4856ed55dc40,0800dd0b-c833-478f-8fbe-156fff4b7f2b,Libero,08a046a8-2873-4e72-9eb0-987ebfe24da4,109,acbed526-e6f2-4d80-8ca4-2a6787f5d44b,VISA 16 digit,3e87e7be-b198-4fe4-bdb4-f20f2b9d9e3f,Dicta,498f9b22-b92c-4822-a6d3-9a127f406ca8,A arte de inovar com toda a tranquilidade,2020-01-15 21:46:50,c83b486a-dc7d-4499-a468-67e417169cbc,Ipsa,400de6e9-7eaf-4979-b021-51e3aa4e98f8,Aspernatur,66a91411-fe04-490f-8d77-644ab4ef640a,Enzo da Mota,47568203107,138834081,639908349,015715520,47568203107,1,Goiânia,BA,Brasil,5551979675385,duartebreno@pires.org,0,1986-06-30,fe781ae5-2bf9-48b2-aa81-05145123051a,Dialoguista,sport
83655cb8-fe8a-4879-b115-15bd804a7285,54.98,489.07,5.01,5.97,1.59,49.93,2.99,9.79,9.5,PA,2024-02-28 09:06:36,91bcb9db-2f95-4fe6-b660-3c11df80a340,b3f46d7e-2b8f-49ba-9271-24905582a709,Quasi,fb3da849-694f-4d39-b40d-50e1f4f8c078,125,e8d402bf-d972-4e35-83d1-94afb88d29b0,VISA 16 digit,7f75d22f-c326-4754-836a-5e24ba470006,Dolorum,b6b2c39b-d858-4c2b-970a-7f228e0f5694,O conforto de evoluir de maneira eficaz,2023-03-30 17:58:28,2c957832-47da-4754-b296-2c94f18511ea,Animi,8ec82997-ff10-4c6e-b96e-60e146719b35,Nam,7b2f04ab-35a5-412e-b7b1-27733f3182d6,Srta. Sofia Aragão,60382541707,633226441,330547758,747950459,60382541707,0,Salvador,GO,Brasil,5571998508650,nbarros@moura.com,3,1989-04-22,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,sport
8952efd2-6c5a-4ce3-acc1-402824232d76,226.93,871.06,5.87,8.15,29.25,24.48,10.25,0.89,13.53,PA,2021-04-23 01:13:16,718ce7fe-43e5-43d5-a27c-49e368a49d5a,2615fc0e-c1f3-40d3-b31a-2b0b87640edd,Explicabo,66bd2a21-3ac1-4c07-b8d7-5ff9772642e3,125,acbed526-e6f2-4d80-8ca4-2a6787f5d44b,VISA 16 digit,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,3f47c8d0-d9fd-4eac-b73e-3c7ec02269b5,O direito de realizar seus sonhos direto da fonte,2020-03-06 11:58:18,8243b388-ccc8-47df-8dfa-b3108a60edec,Inventore,3b1470df-006d-4b79-ad3b-7c4f0e5e9e64,Pariatur,50175780-7571-407e-8e56-b546bcfe3632,Dr. João Miguel Silva,10762849576,629661704,768097180,105213919,10762849576,1,Recife,PR,Brasil,5521919458813,mouratheo@uol.com.br,2,1961-11-02,cd9cfd03-dff3-492b-87ce-738d7e22c602,Serventuário,juventude
a62d5227-bca8-4874-b179-03daed5301ac,178.23,595.96,0.11,3.23,27.45,9.56,1.08,8.69,5.88,PA,2021-04-05 17:22:50,615db151-ab59-4b59-b104-bf2da70a0f24,9d33e9b0-2a90-4fc7-9966-6a4ce470ad70,Tenetur,281e0fb0-7319-4a2b-b722-78156ec20fe7,122,801fb0f3-392f-4c95-aa96-71b2490a4c57,Diners Club / Carte Blanche,7f33b12f-023d-412f-bdc0-9ef9134a1d90,Animi,2a0d6212-93f2-43a2-aa39-153a66f6885b,O conforto de atingir seus objetivos sem preocupação,2020-01-16 13:47:09,2c957832-47da-4754-b296-2c94f18511ea,Animi,400de6e9-7eaf-4979-b021-51e3aa4e98f8,Aspernatur,0a2db5e0-767d-431c-a46d-74156ec855a8,Evelyn das Neves,08325471662,429505848,040300976,662756934,08325471662,1,Goiânia,BA,Brasil,5511984981530,kda-rosa@da.com,0,1975-09-13,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,sport
8bfb5b20-534a-488b-b683-e7fcb0b9466a,121.46,757.96,5.42,9.42,29.37,42.3,0.62,8.05,1.09,PA,2023-08-19 02:44:17,40d5affb-f843-4dbe-a3b1-03ac8e08f11e,b3f46d7e-2b8f-49ba-9271-24905582a709,Quasi,700addd8-fac8-42fa-9a7e-8155fc4e19d3,109,9a62b224-7a8c-4c14-b2b3-7b5b01f69738,VISA 16 digit,23e00fa1-d953-417f-9bfa-3289c13edff3,Dolores,498f9b22-b92c-4822-a6d3-9a127f406ca8,A arte de inovar com toda a tranquilidade,2021-04-03 21:39:17,339009bb-0d0a-4d19-8828-50ea7bebc37a,Earum,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,74a9c3cc-d4fa-4525-afdf-7cf48b7f2cfb,Erick da Cruz,87903452150,330406949,497374563,558159900,87903452150,1,Porto Alegre,MG,Brasil,5511969978921,melofrancisco@viana.com,4,1981-10-05,edfde20a-dc71-4a3a-94fd-1edc55c50e90,Instalador de linha telefônica,sport
45809f93-2cf7-461a-a4e2-eee32242260c,169.89,919.01,8.59,3.51,10.44,10.35,11.51,9.17,14.35,PA,2025-06-11 06:48:01,e5b27299-baa2-452b-bb2a-74da893f3302,c24409bb-a2ab-44e8-b483-62cb3489e101,Vero,870b3c3c-2e6b-47b5-b668-46a9835d7643,125,cde07737-c1f4-4403-bb45-d2f1785d65b0,VISA 16 digit,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,ccc812d4-df12-4991-9df5-71d680ed7241,O prazer de avançar de maneira eficaz,2021-04-18 16:36:35,c83b486a-dc7d-4499-a468-67e417169cbc,Ipsa,fb024af3-2969-4667-88a8-c2f52ec82938,Dolorem,2dac23c2-284a-43dc-a7c8-f1ed545a58e0,Luiz Henrique da Conceição,06932815702,284807682,481398691,969659261,06932815702,1,Goiânia,SP,Brasil,5571931178942,lucas-gabrieloliveira@campos.com,1,1969-01-23,c9490b45-af66-40eb-9b1d-ec127dbf1804,Profissional de relações públicas,juventude
66b0cad6-9725-4187-80f2-96b332cabff7,23.02,765.2,7.92,15.15,2.77,43.92,1.61,7.37,13.48,PA,2024-04-15 00:41:20,b10be492-2cf9-41a4-9d26-58535ae7c28b,75793833-f517-4bcf-aa6b-fa392d665871,Quaerat,a6d44def-a25a-4011-925b-fd58f4fbe414,125,6c4207c8-783d-471c-b7a1-d0599fc5490e,VISA 16 digit,23e00fa1-d953-417f-9bfa-3289c13edff3,Dolores,a55df002-bd2d-480a-8087-03a0f30a1d5d,A liberdade de ganhar com toda a tranquilidade,2021-08-15 14:41:35,ba63af73-f7ed-4bc1-a113-5daad225d0f5,Iste,5cb9e33e-d6ad-4151-af70-5be545ab3fe0,Possimus,7e549997-2e8a-40b0-9b48-5bb80c1f6ff3,Laís da Paz,58264317090,106238942,362534378,954569419,58264317090,0,Fortaleza,RS,Brasil,5531972976724,gustavo-henriqueda-luz@carvalho.com,4,1975-06-17,b7b9f86e-4097-4ed8-b240-3e5ebde828d0,Mensageiro,juventude
4a6e4352-10b8-4514-9c3f-6a9e4d3529c6,165.53,685.14,6.7,8.11,9.49,8.79,1.24,5.49,0.87,PA,2024-02-29 11:55:23,1ee891a2-6b16-41d5-9468-d7ee7f8d5065,6e980cb4-fde9-4e34-aa65-8b91e3756144,Illo,5765cb39-98f2-47f3-9e26-744011cc5fdb,125,d65ac9f6-4804-49b6-9c0c-515ede3075c3,VISA 16 digit,354b5d88-032b-4d72-83d0-40141e1b4449,Rem,2a0d6212-93f2-43a2-aa39-153a66f6885b,O conforto de atingir seus objetivos sem preocupação,2020-04-07 07:56:51,0d5cc612-87cc-411c-9b95-b5aa198ddee2,Ducimus,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,d940ddfe-05cf-4a15-9e83-7439d0e07e87,Dr. Carlos Eduardo Azevedo,64130258915,344748083,298477181,138965544,64130258915,0,Rio de Janeiro,PE,Brasil,5571948489558,silveirabeatriz@novaes.com,3,1981-07-22,75bc3203-bb49-4bcb-9be0-e31e715313fb,Carnavalesco,sport
fb719d84-dbe6-4db1-867a-18374e6790b7,62.82,418.37,4.22,11.58,25.53,43.46,5.64,4.01,8.74,PA,2023-03-31 19:14:47,a7d9aefa-0e0b-47e1-bdb9-776472c52cc9,2af16b7b-1462-47ab-80ea-a6eacaa1f053,Aspernatur,c588a045-da96-4d4a-89bb-75531225cce5,101,cde07737-c1f4-4403-bb45-d2f1785d65b0,VISA 16 digit,3e87e7be-b198-4fe4-bdb4-f20f2b9d9e3f,Dicta,b6b2c39b-d858-4c2b-970a-7f228e0f5694,O conforto de evoluir de maneira eficaz,2021-05-26 17:07:05,8243b388-ccc8-47df-8dfa-b3108a60edec,Inventore,5cb9e33e-d6ad-4151-af70-5be545ab3fe0,Possimus,cbb941b8-9746-4373-a957-fd61f39c4192,Igor Viana,96308274178,850954346,481470375,537226557,96308274178,0,Salvador,PR,Brasil,5581960783233,isaac82@hotmail.com,3,1997-08-13,c9490b45-af66-40eb-9b1d-ec127dbf1804,Profissional de relações públicas,sport
52d2b7fb-30bf-4348-a901-3bc3f4a45b9a,52.34,962.31,2.53,9.63,2.11,34.15,0.41,1.12,10.96,PA,2023-10-18 20:41:15,b3e830c7-3691-4e02-9aaf-7ba1e297f30a,17d4d9f8-aac5-4411-aa7b-c0544ae52ca0,Omnis,1e5f31b5-2703-4d56-b0ed-290c5174da72,109,fb1804d1-40db-45cc-871e-acb2627c50cd,Diners Club / Carte Blanche,ff74decd-de8f-47b8-8269-8b955c908313,Incidunt,ccc812d4-df12-4991-9df5-71d680ed7241,O prazer de avançar de maneira eficaz,2025-04-04 10:33:57,e4c95de8-9437-4244-b863-e53cb2e36ffa,Dolorem,0e956e2a-cdaa-42b1-afcf-e820e14de258,Autem,7310bcc4-9230-4167-bad6-3207045a3482,Lucca Peixoto,17642059876,972865783,468767376,752705585,17642059876,1,São Paulo,MG,Brasil,5561964028059,goncalvesjoao@das.br,2,2001-08-05,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,internacional
f4d1c016-e0c5-434a-bc70-984da4765951,7.8,127.81,8.48,0.69,4.39,15.55,14.59,8.55,9.4,PA,2022-04-02 19:43:28,f2db36ea-8142-4c6f-a768-b2dc9aa7e1e0,ed1170de-7172-4459-a876-39e160575f28,Natus,6257726e-458b-43a6-bb29-247beb3d5a0d,100,cde07737-c1f4-4403-bb45-d2f1785d65b0,VISA 16 digit,23e00fa1-d953-417f-9bfa-3289c13edff3,Dolores,21d779d9-e158-463d-9497-5b944925b566,A simplicidade de mudar mais facilmente,2020-08-07 22:07:28,2c957832-47da-4754-b296-2c94f18511ea,Animi,3b1470df-006d-4b79-ad3b-7c4f0e5e9e64,Pariatur,cb973fbd-aed5-4243-bc8c-f709ae444fd2,Gabrielly Fernandes,39761205886,064017140,805248339,189472419,39761205886,1,Salvador,SP,Brasil,5584976581875,da-pazfernando@melo.com,2,2006-04-02,6e05ff24-1145-4373-9373-e6aec0ab87ca,Historiador,internacional
fe3cf8b4-5bfa-498b-86a4-f42992af6d9c,43.14,463.14,2.75,3.4,6.94,49.75,12.03,4.6,18.2,PA,2024-04-14 15:30:32,ba0be8a4-fbda-4e0b-a5ea-749db5ea3f67,4e77ac32-8051-4ef7-9cfe-3d78cb53ded6,Repudiandae,1a81516a-6f6f-454d-8043-97a6850f5752,109,801fb0f3-392f-4c95-aa96-71b2490a4c57,Diners Club / Carte Blanche,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,a55df002-bd2d-480a-8087-03a0f30a1d5d,A liberdade de ganhar com toda a tranquilidade,2020-04-16 17:00:04,8243b388-ccc8-47df-8dfa-b3108a60edec,Inventore,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,3b70467c-3368-4d43-ae2b-b4e3dabd1e2d,Luana Cardoso,23984051689,814076383,633399530,633763197,23984051689,0,Curitiba,SP,Brasil,5541970312057,danilolima@viana.com,4,1958-05-18,27674dd9-6cf6-47a4-8e46-b824ca7c61da,Patologista oral,internacional
c0114beb-cb3f-48f4-aa0b-62e9e144fca5,18.58,799.01,0.88,6.03,8.7,28.77,8.94,1.06,1.66,PA,2023-09-27 06:44:34,5505d08e-49c5-4a6d-ac33-7c5102663d6e,cf47fe95-2492-4aa4-b55d-33692cbd7ce0,Atque,0f215610-eb59-473a-83c2-741cf541b98d,108,de53ceac-4d4f-410f-83e4-df437f65f2ec,Mastercard,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,b6b2c39b-d858-4c2b-970a-7f228e0f5694,O conforto de evoluir de maneira eficaz,2020-06-24 11:56:36,8243b388-ccc8-47df-8dfa-b3108a60edec,Inventore,21ea8866-9e35-458c-856c-92e3f0dd5850,Non,bb8fccb2-9dfd-49bd-9cb8-0dcab83829d0,Ana Luiza Melo,34576981200,901197339,116990350,041176558,34576981200,0,Porto Alegre,SC,Brasil,5531926029231,piresana-livia@ig.com.br,2,1990-11-22,c9490b45-af66-40eb-9b1d-ec127dbf1804,Profissional de relações públicas,juventude
4980a430-7922-4888-9ba5-1aa91f76dce5,11.34,603.86,2.04,6.26,14.49,18.09,2.06,4.45,11.38,PA,2021-08-09 14:36:37,36faa8d0-2ccc-442b-bdae-bf68011761b9,b3f46d7e-2b8f-49ba-9271-24905582a709,Quasi,d57879ec-2d8f-4f6e-b56a-1c6368a59a84,101,cde07737-c1f4-4403-bb45-d2f1785d65b0,VISA 16 digit,3e87e7be-b198-4fe4-bdb4-f20f2b9d9e3f,Dicta,2a0d6212-93f2-43a2-aa39-153a66f6885b,O conforto de atingir seus objetivos sem preocupação,2023-11-02 01:09:29,9151abe8-75c0-4556-bdb1-2656f4461d3f,Esse,21ea8866-9e35-458c-856c-92e3f0dd5850,Non,d94e9ff5-de9b-4874-83f4-a968f0f71eb2,Kaique das Neves,64137850208,606262348,353461739,731242485,64137850208,0,Florianópolis,GO,Brasil,5541921606285,leandro01@hotmail.com,2,1968-04-13,cd9cfd03-dff3-492b-87ce-738d7e22c602,Serventuário,sport
d1e6c928-ff70-4aea-b775-ebdac3955d2a,109.96,403.11,0.91,13.68,25.21,40.78,14.03,9.57,13.83,PA,2023-08-26 09:41:29,35c8a19e-715f-4180-aaba-4ea56c04fb2e,4e04827f-a3a7-4c9c-8305-b0620a43830e,Accusamus,855225d4-d083-4693-a9d5-caa7e6435745,125,fb1804d1-40db-45cc-871e-acb2627c50cd,Diners Club / Carte Blanche,3e87e7be-b198-4fe4-bdb4-f20f2b9d9e3f,Dicta,b6b2c39b-d858-4c2b-970a-7f228e0f5694,O conforto de evoluir de maneira eficaz,2022-05-06 22:08:40,339009bb-0d0a-4d19-8828-50ea7bebc37a,Earum,7d42eb05-5d2f-4cb0-961b-b47cb0db1a41,Laudantium,a7e3fd05-b650-48d1-b5e2-9711da4fc8c2,Ana Moura,60857134280,712948092,024708234,314781510,60857134280,0,São Paulo,BA,Brasil,5551945552667,paulo01@da.br,0,1991-12-17,edfde20a-dc71-4a3a-94fd-1edc55c50e90,Instalador de linha telefônica,sport
98c0616d-5b7c-46ae-b14e-b7eaf7852369,12.91,350.95,1.82,7.02,8.21,40.52,10.14,0.89,8.32,PA,2023-12-02 14:36:59,392e7316-13aa-4ed2-9554-971d3eabcf93,5729e014-28c9-4247-8f0c-311875a52bd9,A,6464798d-f42d-4657-a9da-1e274b75ff33,125,801fb0f3-392f-4c95-aa96-71b2490a4c57,Diners Club / Carte Blanche,d5c8fe8f-f598-4d31-902d-9210a376b527,Eos,21d779d9-e158-463d-9497-5b944925b566,A simplicidade de mudar mais facilmente,2025-02-27 20:46:49,c31f1dea-999c-4746-80e9-ea2ca78145c4,Illum,7d42eb05-5d2f-4cb0-961b-b47cb0db1a41,Laudantium,96893a4c-5d4c-4082-8960-567a18e43fb5,Dra. Isadora da Cruz,29534076180,754613040,738180626,916433291,29534076180,0,São Paulo,SC,Brasil,5541976930625,ferreirasofia@gmail.com,4,1977-12-26,f8b80812-3294-40a6-8024-06178033ee80,Terapeuta Holístico,sport
18bf9280-bacd-4f90-823f-74ad56b3b6df,5.24,449.75,4.16,11.55,5.4,26.85,5.44,5.19,14.44,PA,2022-08-12 12:21:44,87f88ae7-b6c5-4413-b973-218911b36b09,6e980cb4-fde9-4e34-aa65-8b91e3756144,Illo,318673b3-99fa-4d69-b624-0615aab12adf,107,de53ceac-4d4f-410f-83e4-df437f65f2ec,Mastercard,354b5d88-032b-4d72-83d0-40141e1b4449,Rem,80fd140c-d81e-4cb8-9c72-8f1066667a17,A arte de inovar sem preocupação,2024-11-03 01:01:08,0b5f2f37-13dc-4ff7-8701-5efd79a43cbf,Omnis,41379159-109d-4859-8612-0fe2f8d88cf6,Saepe,bd61d555-b362-4126-83db-79cde73651c3,Maria Julia da Mata,84526307190,015070710,741081375,284027974,84526307190,0,Porto Alegre,RJ,Brasil,5531994621729,ramoscamila@uol.com.br,0,1992-02-29,cd9cfd03-dff3-492b-87ce-738d7e22c602,Serventuário,sport
76a3ae3e-bba3-49d0-869a-1f481e8173b0,50.57,412.39,2.62,14.77,12.93,31.5,7.97,2.31,17.49,PA,2023-02-26 07:54:54,f0656296-dd06-4802-a3fe-fae758dc7d01,ed1170de-7172-4459-a876-39e160575f28,Natus,a9c78c6f-de58-4fc6-b8c5-13f98f8fe2a5,100,9a62b224-7a8c-4c14-b2b3-7b5b01f69738,VISA 16 digit,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,9791d6b5-af7c-4faf-ab45-edb6db83eeb4,A liberdade de mudar com força total,2020-11-20 11:56:31,ba63af73-f7ed-4bc1-a113-5daad225d0f5,Iste,7d42eb05-5d2f-4cb0-961b-b47cb0db1a41,Laudantium,02d3f8e3-e6aa-487f-ab46-9c5551f90271,Sra. Evelyn Rodrigues,09248361722,304652814,846312716,403523104,09248361722,0,Porto Alegre,MG,Brasil,5571949288133,yasminalves@hotmail.com,2,2007-01-18,6e05ff24-1145-4373-9373-e6aec0ab87ca,Historiador,internacional
cd3fcf96-691d-41a0-b11f-090447067a32,12.4,403.81,2.05,9.11,18.06,11.73,9.85,0.95,4.66,PA,2020-10-03 10:39:05,c4403125-cfcf-4e57-921a-223c0ae59115,bb4321b7-f4e9-44b7-ae24-b1dee8f47874,Ad,a78e51a0-fd3b-4a93-b774-fc8f741f6e45,109,e8c3263f-5560-4401-9bb8-02e2e15e245c,American Express,7f75d22f-c326-4754-836a-5e24ba470006,Dolorum,025050f9-1ce1-42c7-ad96-d5e2559b8c85,O poder de evoluir direto da fonte,2022-04-14 05:32:35,0b5f2f37-13dc-4ff7-8701-5efd79a43cbf,Omnis,21ea8866-9e35-458c-856c-92e3f0dd5850,Non,e13a911f-103e-47dc-9abb-eeeedd134615,Camila da Costa,02476983187,889057974,173187445,711010068,02476983187,1,Florianópolis,SP,Brasil,5531979830721,daniel58@uol.com.br,1,1995-04-07,c9490b45-af66-40eb-9b1d-ec127dbf1804,Profissional de relações públicas,internacional
513b0231-c4cf-4a53-9f2d-788c2ca367ff,19.84,414.7,6.94,10.94,3.5,23.93,2.01,9.55,3.47,PA,2023-10-25 04:42:02,69ee55af-c202-44d7-a419-df6eea2eec1e,4049c135-c33f-4bdb-916a-53fa1a4017d1,Fugiat,12741290-a613-4ca5-be9b-d7a9f5dc2435,122,acbed526-e6f2-4d80-8ca4-2a6787f5d44b,VISA 16 digit,7f33b12f-023d-412f-bdc0-9ef9134a1d90,Animi,025050f9-1ce1-42c7-ad96-d5e2559b8c85,O poder de evoluir direto da fonte,2023-04-03 18:38:03,0b5f2f37-13dc-4ff7-8701-5efd79a43cbf,Omnis,8ec82997-ff10-4c6e-b96e-60e146719b35,Nam,e1f18bd3-783c-4d0c-aee9-359514730bdc,Isabella Silva,94576138219,190340972,529367674,629850291,94576138219,1,Florianópolis,MG,Brasil,5584948650791,nvieira@araujo.com,1,1976-02-06,cd9cfd03-dff3-492b-87ce-738d7e22c602,Serventuário,juventude
b6db4547-6fe9-432f-a950-a2ad93788cb1,33.25,463.87,4.94,16.98,0.65,44.41,6.3,2.16,3.03,PA,2025-02-12 09:37:37,465d7c1b-8cc2-42fc-bfa8-7a69e3bbdf70,0bed58e6-023a-404b-b035-81ed5a5c9359,Labore,a8cae2ed-e7c5-44bc-bedb-28d1eb14ea83,108,d65ac9f6-4804-49b6-9c0c-515ede3075c3,VISA 16 digit,ff74decd-de8f-47b8-8269-8b955c908313,Incidunt,a426387d-c62b-41f2-9f11-18dcfe21f923,A segurança de conseguir antes de tudo,2020-03-22 23:19:13,ba63af73-f7ed-4bc1-a113-5daad225d0f5,Iste,0e956e2a-cdaa-42b1-afcf-e820e14de258,Autem,d688e016-0f7f-42d5-a152-b33a9b2839e7,Sra. Mariana Peixoto,37542068180,745110892,916825225,284094415,37542068180,1,Fortaleza,SP,Brasil,5571914109531,thiagocavalcanti@moreira.com,0,1983-04-29,edfde20a-dc71-4a3a-94fd-1edc55c50e90,Instalador de linha telefônica,juventude
b51429dd-4cc8-4077-b023-e18d00df1133,50.24,496.08,5.79,6.95,7.68,8.44,13.68,8.27,18.66,PA,2020-05-19 23:34:23,f394da41-b5a7-4c1c-9c8d-f7f0d4ff66c5,4e04827f-a3a7-4c9c-8305-b0620a43830e,Accusamus,669fdd1f-d6d0-4ce9-8beb-fcfe4cd395b6,101,fb1804d1-40db-45cc-871e-acb2627c50cd,Diners Club / Carte Blanche,8e2fbc05-7f42-4d3b-9189-81f2480d86ce,Maxime,ff310314-81e0-4a39-8a75-1be05c02cd31,O poder de conseguir de maneira eficaz,2020-01-24 07:31:43,c31f1dea-999c-4746-80e9-ea2ca78145c4,Illum,e6f9def9-2326-4fd9-af57-e892629830dc,Vitae,9e8bf63a-c0e2-412d-9a57-91211450a226,Sra. Maria Julia Dias,85391607493,639000916,679194643,474800853,85391607493,0,Rio de Janeiro,RS,Brasil,5581981713210,sophia40@uol.com.br,4,1992-03-05,b7b9f86e-4097-4ed8-b240-3e5ebde828d0,Mensageiro,juventude
b4dc583c-f62e-4f85-b042-ce1ce0bdabee,28.65,159.58,9.41,18.25,5.88,37.41,7.48,1.19,5.0,PA,2022-09-19 01:22:51,b2dfa985-61b8-4353-93b8-be469a415a2f,28aa110e-18d0-4340-8451-e2b062f81740,Hic,840f7404-4322-469f-8d00-893d6fc419f6,107,cde07737-c1f4-4403-bb45-d2f1785d65b0,VISA 16 digit,7f75d22f-c326-4754-836a-5e24ba470006,Dolorum,b31dcd86-4cbf-4fa4-b2b3-e5bed588884d,A liberdade de inovar com toda a tranquilidade,2022-12-15 04:53:50,e4c95de8-9437-4244-b863-e53cb2e36ffa,Dolorem,0e956e2a-cdaa-42b1-afcf-e820e14de258,Autem,5d56668e-951b-476f-85dd-5e21de499039,Luna Nogueira,81546720308,650751087,430763765,250852971,81546720308,0,Rio de Janeiro,MG,Brasil,5581934432469,icaldeira@bol.com.br,2,1977-05-22,7da66942-f833-4bcd-a8a4-b90dd76061d7,Síndico,sport
